breed,age_years,weight_kg,color,gender,a1_adapts_well_to_apartment_living,a2_good_for_novice_owners,a4_tolerates_being_alone,b1_affectionate_with_family,b2_incredibly_kid_friendly_dogs,b3_dog_friendly,c1_amount_of_shedding,c2_drooling_potential,d1_easy_to_train,d5_tendency_to_bark_or_howl,e1_energy_level,e3_exercise_needs,size,age_category,color_category,cluster,cluster_name,is_anomaly,anomaly_score
weimaraner,3,22,Blue,Female,1,2,1,5,4,3,4,4,4,2,5,5,medium,puppy,unique,3,large_working,1,0.10893677592658224
akita,8,35,Bicolor,Female,2,2,1,5,1,1,5,5,2,5,4,4,large,adult,mixed,3,large_working,-1,-0.00886127305314277
shih tzu,9,6,White,Female,5,5,3,5,4,4,3,1,3,2,2,2,small,senior,light,2,small_companion,1,0.11723197668689922
german shepherd dog,10,34,Tan,Female,3,2,2,5,5,2,5,1,5,4,5,5,large,senior,light,3,large_working,1,0.08877452506852401
golden retriever,7,58,Gray,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,adult,light,0,family_active,1,0.08528781558879694
golden retriever,10,21,Gray,Female,2,3,1,5,5,5,5,4,5,3,5,5,medium,senior,light,0,family_active,1,0.08528781558879694
cocker spaniel,9,25,Black and Tan,Male,5,3,1,5,3,4,3,1,5,3,4,3,medium,senior,dark,2,small_companion,1,0.09819957107015731
papillon,14,13,Tan,Male,5,5,1,5,3,4,2,1,5,2,4,5,small,senior,light,2,small_companion,1,0.08890602129631608
siberian husky,6,41,Tan,Male,2,1,1,5,5,5,3,3,2,5,5,5,large,adult,light,0,family_active,1,0.05060466007524855
cavalier king charles spaniel,1,34,Tan,Male,5,5,1,5,5,5,3,1,4,3,3,4,large,puppy,light,2,small_companion,1,0.11561804964437455
bull terrier,1,48,Gray,Male,4,4,2,5,5,4,3,1,5,1,4,5,large,puppy,light,5,smart_active,1,0.10975066302350012
shetland sheepdog,10,49,Red,Female,2,3,2,5,5,4,5,1,5,1,4,4,large,senior,unique,5,smart_active,1,0.09560358723404627
shih tzu,5,20,Spotted,Male,5,5,3,5,4,4,3,1,3,2,2,2,medium,adult,mixed,2,small_companion,1,0.11723197668689922
rottweiler,7,18,Tricolor,Male,2,1,1,5,4,2,4,4,4,4,4,4,medium,adult,mixed,3,large_working,1,0.1270094429307097
border collie,1,30,Merle,Male,2,2,1,5,4,3,3,1,5,2,5,5,medium,puppy,unique,5,smart_active,1,0.12980876058686436
chinese shar-pei,12,42,Bicolor,Male,4,2,4,2,2,1,5,2,3,5,2,3,large,senior,mixed,1,independent_character,1,0.03603625785343145
siberian husky,10,21,Tan,Female,2,1,1,5,5,5,3,3,2,5,5,5,medium,senior,light,0,family_active,1,0.05060466007524855
rottweiler,5,55,Brown,Male,2,1,1,5,4,2,4,4,4,4,4,4,large,adult,dark,3,large_working,1,0.1270094429307097
labrador retriever,3,16,Black and White,Female,1,3,2,5,5,5,5,3,5,4,5,5,medium,puppy,mixed,0,family_active,1,0.11542894055049463
german shepherd dog,13,51,White,Male,3,2,2,5,5,2,5,1,5,4,5,5,large,senior,light,3,large_working,1,0.08877452506852401
weimaraner,3,7,Brown,Female,1,2,1,5,4,3,4,4,4,2,5,5,small,puppy,dark,3,large_working,1,0.10893677592658224
dachshund,5,38,Tan,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,adult,light,1,independent_character,1,0.09346636634119565
west highland white terrier,8,33,Merle,Female,4,4,2,5,4,5,4,1,4,4,4,4,large,adult,unique,2,small_companion,1,0.11785238860222136
shiba inu,2,31,Spotted,Male,5,4,5,4,3,3,4,1,2,4,4,3,large,puppy,mixed,1,independent_character,1,0.03866640228556284
great dane,12,46,Brown,Male,1,1,1,5,5,5,5,4,5,4,5,5,large,senior,dark,0,family_active,1,0.07166068511527701
golden retriever,10,6,Black and White,Male,2,3,1,5,5,5,5,4,5,3,5,5,small,senior,mixed,0,family_active,1,0.08528781558879694
great dane,13,31,Cream,Female,1,1,1,5,5,5,5,4,5,4,5,5,large,senior,light,0,family_active,1,0.07166068511527701
german shepherd dog,7,13,Brindle,Female,3,2,2,5,5,2,5,1,5,4,5,5,small,adult,mixed,3,large_working,1,0.08877452506852401
shih tzu,5,24,Spotted,Female,5,5,3,5,4,4,3,1,3,2,2,2,medium,adult,mixed,2,small_companion,1,0.11723197668689922
cocker spaniel,7,32,Tricolor,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,adult,mixed,2,small_companion,1,0.09819957107015731
jack russell terrier,11,40,Red,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,unique,0,family_active,1,0.09907175259749268
doberman pinscher,9,27,Black and White,Female,3,3,2,5,3,1,4,4,5,1,3,3,medium,senior,mixed,3,large_working,1,0.04141680801384029
weimaraner,7,30,Tricolor,Female,1,2,1,5,4,3,4,4,4,2,5,5,medium,adult,mixed,3,large_working,1,0.10893677592658224
rottweiler,10,29,Cream,Male,2,1,1,5,4,2,4,4,4,4,4,4,medium,senior,light,3,large_working,1,0.1270094429307097
dogo argentino,3,49,Red,Female,1,1,2,4,2,2,1,3,2,2,4,4,large,puppy,unique,3,large_working,1,0.0
beagle,8,25,Tricolor,Female,4,3,1,5,5,5,3,1,1,5,4,4,medium,adult,mixed,0,family_active,1,0.04668598771775645
boxer,13,41,Black and Tan,Male,4,3,1,5,4,3,4,2,4,3,5,5,large,senior,dark,3,large_working,1,0.13011879791857717
australian shepherd,5,58,White,Female,1,2,2,5,4,5,3,1,5,4,5,5,large,adult,light,0,family_active,1,0.11734127630666924
miniature schnauzer,1,29,Sable,Male,4,3,5,5,3,3,2,1,5,3,5,5,medium,puppy,unique,5,smart_active,1,0.049418521329423815
pekingese,2,35,Merle,Female,5,4,3,5,2,2,4,1,3,4,2,2,large,puppy,unique,1,independent_character,1,0.08882974922564046
dogo argentino,7,17,Brown,Male,1,1,2,4,2,2,1,3,2,2,4,4,medium,adult,dark,3,large_working,1,0.0
west highland white terrier,5,57,Black and Tan,Male,4,4,2,5,4,5,4,1,4,4,4,4,large,adult,dark,2,small_companion,1,0.11785238860222136
miniature schnauzer,12,47,Spotted,Male,4,3,5,5,3,3,2,1,5,3,5,5,large,senior,mixed,5,smart_active,1,0.049418521329423815
golden retriever,1,33,Tan,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,puppy,light,0,family_active,1,0.08528781558879694
pekingese,1,55,Blue,Male,5,4,3,5,2,2,4,1,3,4,2,2,large,puppy,unique,1,independent_character,1,0.08882974922564046
doberman pinscher,3,9,Sable,Female,3,3,2,5,3,1,4,4,5,1,3,3,small,puppy,unique,3,large_working,1,0.04141680801384029
saint bernard,11,6,White,Female,3,2,1,5,5,5,4,5,2,1,3,2,small,senior,light,3,large_working,1,0.010965258266183886
cocker spaniel,11,10,Red,Female,5,3,1,5,3,4,3,1,5,3,4,3,small,senior,unique,2,small_companion,1,0.09819957107015731
pug,8,49,Brown,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,adult,dark,2,small_companion,1,0.1093041223286344
havanese,7,26,Bicolor,Female,5,5,1,5,4,5,2,1,5,2,3,3,medium,adult,mixed,2,small_companion,1,0.12281828254349136
siberian husky,7,54,Brown,Female,2,1,1,5,5,5,3,3,2,5,5,5,large,adult,dark,0,family_active,1,0.05060466007524855
saint bernard,13,29,Red,Female,3,2,1,5,5,5,4,5,2,1,3,2,medium,senior,unique,3,large_working,1,0.010965258266183886
samoyed,8,13,Black and Tan,Female,2,2,2,5,5,5,5,2,3,3,5,5,small,adult,dark,0,family_active,1,0.10307336763685271
golden retriever,14,49,Blue,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,senior,unique,0,family_active,1,0.08528781558879694
boston terrier,8,53,Black,Male,5,4,3,4,5,5,2,1,4,3,4,4,large,adult,dark,5,smart_active,1,0.1022841672540743
french bulldog,1,35,Tan,Female,5,5,1,5,4,4,3,1,4,3,3,2,large,puppy,light,2,small_companion,1,0.14241912525877787
doberman pinscher,10,37,Bicolor,Female,3,3,2,5,3,1,4,4,5,1,3,3,large,senior,mixed,3,large_working,1,0.04141680801384029
airedale terrier,12,26,Tricolor,Male,1,2,2,4,4,4,2,1,4,4,5,5,medium,senior,mixed,0,family_active,1,0.11990421320075151
bloodhound,13,8,Black and White,Male,1,2,2,5,5,5,4,5,3,4,5,5,small,senior,mixed,0,family_active,1,0.08520155191862566
west highland white terrier,5,58,Merle,Male,4,4,2,5,4,5,4,1,4,4,4,4,large,adult,unique,2,small_companion,1,0.11785238860222136
dachshund,2,25,Sable,Male,5,4,3,4,5,3,3,1,2,5,3,3,medium,puppy,unique,1,independent_character,1,0.09346636634119565
vizsla,5,22,Spotted,Female,1,3,1,5,5,5,2,1,5,5,5,5,medium,adult,mixed,0,family_active,1,0.0988842615370068
west highland white terrier,10,22,Bicolor,Female,4,4,2,5,4,5,4,1,4,4,4,4,medium,senior,mixed,2,small_companion,1,0.11785238860222136
basenji,6,16,Spotted,Male,5,4,4,5,5,4,1,5,1,1,5,5,medium,adult,mixed,4,outlier_unique,-1,-0.015910031319223084
jack russell terrier,10,23,Cream,Female,3,2,3,5,4,5,3,1,4,4,5,5,medium,senior,light,0,family_active,1,0.09907175259749268
bichon frise,1,40,Cream,Male,5,5,1,5,4,4,2,1,5,2,5,3,large,puppy,light,2,small_companion,1,0.15944015389041594
bulldog,7,26,Bicolor,Female,5,4,3,5,4,2,3,5,3,4,2,3,medium,adult,mixed,1,independent_character,1,0.08167644158922482
chinese shar-pei,5,50,Red,Female,4,2,4,2,2,1,5,2,3,5,2,3,large,adult,unique,1,independent_character,1,0.03603625785343145
pomeranian,5,48,Bicolor,Female,4,4,1,5,2,2,4,1,4,5,3,2,large,adult,mixed,1,independent_character,1,0.050059729299895106
vizsla,12,39,Gray,Male,1,3,1,5,5,5,2,1,5,5,5,5,large,senior,light,0,family_active,1,0.0988842615370068
saint bernard,2,56,Merle,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,puppy,unique,3,large_working,1,0.010965258266183886
cavalier king charles spaniel,12,38,Tricolor,Male,5,5,1,5,5,5,3,1,4,3,3,4,large,senior,mixed,2,small_companion,1,0.11561804964437455
rottweiler,8,14,Gray,Male,2,1,1,5,4,2,4,4,4,4,4,4,small,adult,light,3,large_working,1,0.1270094429307097
maltese,14,32,Tan,Female,5,5,1,5,3,4,2,1,4,2,3,2,large,senior,light,2,small_companion,1,0.10626288972640852
maltese,12,28,Blue,Male,5,5,1,5,3,4,2,1,4,2,3,2,medium,senior,unique,2,small_companion,1,0.10626288972640852
jack russell terrier,14,46,Bicolor,Male,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,mixed,0,family_active,1,0.09907175259749268
australian shepherd,12,56,Red,Male,1,2,2,5,4,5,3,1,5,4,5,5,large,senior,unique,0,family_active,1,0.11734127630666924
dachshund,11,41,Tricolor,Female,5,4,3,4,5,3,3,1,2,5,3,3,large,senior,mixed,1,independent_character,1,0.09346636634119565
cocker spaniel,1,53,Merle,Female,5,3,1,5,3,4,3,1,5,3,4,3,large,puppy,unique,2,small_companion,1,0.09819957107015731
shih tzu,2,38,Brown,Male,5,5,3,5,4,4,3,1,3,2,2,2,large,puppy,dark,2,small_companion,1,0.11723197668689922
bull terrier,13,16,Bicolor,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,senior,mixed,5,smart_active,1,0.10975066302350012
vizsla,3,50,Blue,Male,1,3,1,5,5,5,2,1,5,5,5,5,large,puppy,unique,0,family_active,1,0.0988842615370068
bull terrier,11,13,Merle,Female,4,4,2,5,5,4,3,1,5,1,4,5,small,senior,unique,5,smart_active,1,0.10975066302350012
miniature schnauzer,11,48,White,Male,4,3,5,5,3,3,2,1,5,3,5,5,large,senior,light,5,smart_active,1,0.049418521329423815
rottweiler,13,51,Brown,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,dark,3,large_working,1,0.1270094429307097
maltese,11,34,Bicolor,Female,5,5,1,5,3,4,2,1,4,2,3,2,large,senior,mixed,2,small_companion,1,0.10626288972640852
shiba inu,11,38,Brindle,Male,5,4,5,4,3,3,4,1,2,4,4,3,large,senior,mixed,1,independent_character,1,0.03866640228556284
airedale terrier,13,52,Tan,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,light,0,family_active,1,0.11990421320075151
bull terrier,9,19,Bicolor,Female,4,4,2,5,5,4,3,1,5,1,4,5,medium,senior,mixed,5,smart_active,1,0.10975066302350012
papillon,8,35,White,Female,5,5,1,5,3,4,2,1,5,2,4,5,large,adult,light,2,small_companion,1,0.08890602129631608
basenji,14,51,Black and White,Female,5,4,4,5,5,4,1,5,1,1,5,5,large,senior,mixed,4,outlier_unique,-1,-0.015910031319223084
jack russell terrier,11,36,Cream,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,light,0,family_active,1,0.09907175259749268
papillon,10,28,Bicolor,Male,5,5,1,5,3,4,2,1,5,2,4,5,medium,senior,mixed,2,small_companion,1,0.08890602129631608
weimaraner,9,48,Sable,Female,1,2,1,5,4,3,4,4,4,2,5,5,large,senior,unique,3,large_working,1,0.10893677592658224
west highland white terrier,13,26,Black and Tan,Female,4,4,2,5,4,5,4,1,4,4,4,4,medium,senior,dark,2,small_companion,1,0.11785238860222136
pug,1,7,Sable,Male,5,5,1,5,4,4,5,1,3,2,3,3,small,puppy,unique,2,small_companion,1,0.1093041223286344
papillon,1,31,White,Female,5,5,1,5,3,4,2,1,5,2,4,5,large,puppy,light,2,small_companion,1,0.08890602129631608
border collie,12,41,Blue,Female,2,2,1,5,4,3,3,1,5,2,5,5,large,senior,unique,5,smart_active,1,0.12980876058686436
basenji,13,51,Brindle,Female,5,4,4,5,5,4,1,5,1,1,5,5,large,senior,mixed,4,outlier_unique,-1,-0.015910031319223084
pug,1,14,Merle,Male,5,5,1,5,4,4,5,1,3,2,3,3,small,puppy,unique,2,small_companion,1,0.1093041223286344
irish setter,13,6,Tricolor,Female,1,3,2,5,5,5,4,2,4,4,5,5,small,senior,mixed,0,family_active,1,0.13291247026930442
shiba inu,14,8,Black and White,Male,5,4,5,4,3,3,4,1,2,4,4,3,small,senior,mixed,1,independent_character,1,0.03866640228556284
cavalier king charles spaniel,3,22,Tan,Male,5,5,1,5,5,5,3,1,4,3,3,4,medium,puppy,light,2,small_companion,1,0.11561804964437455
boston terrier,7,6,Tan,Female,5,4,3,4,5,5,2,1,4,3,4,4,small,adult,light,5,smart_active,1,0.1022841672540743
havanese,13,53,Red,Female,5,5,1,5,4,5,2,1,5,2,3,3,large,senior,unique,2,small_companion,1,0.12281828254349136
australian shepherd,9,35,Black and White,Male,1,2,2,5,4,5,3,1,5,4,5,5,large,senior,mixed,0,family_active,1,0.11734127630666924
airedale terrier,13,39,Cream,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,light,0,family_active,1,0.11990421320075151
cocker spaniel,4,38,Gray,Male,5,3,1,5,3,4,3,1,5,3,4,3,large,adult,light,2,small_companion,1,0.09819957107015731
akita,14,52,Brindle,Female,2,2,1,5,1,1,5,5,2,5,4,4,large,senior,mixed,3,large_working,-1,-0.00886127305314277
bichon frise,8,53,Brindle,Male,5,5,1,5,4,4,2,1,5,2,5,3,large,adult,mixed,2,small_companion,1,0.15944015389041594
samoyed,4,15,Brown,Male,2,2,2,5,5,5,5,2,3,3,5,5,small,adult,dark,0,family_active,1,0.10307336763685271
akita,4,11,Tan,Female,2,2,1,5,1,1,5,5,2,5,4,4,small,adult,light,3,large_working,-1,-0.00886127305314277
doberman pinscher,6,10,Black and White,Female,3,3,2,5,3,1,4,4,5,1,3,3,small,adult,mixed,3,large_working,1,0.04141680801384029
havanese,6,47,Blue,Female,5,5,1,5,4,5,2,1,5,2,3,3,large,adult,unique,2,small_companion,1,0.12281828254349136
bichon frise,14,11,Brindle,Male,5,5,1,5,4,4,2,1,5,2,5,3,small,senior,mixed,2,small_companion,1,0.15944015389041594
shih tzu,5,46,Merle,Male,5,5,3,5,4,4,3,1,3,2,2,2,large,adult,unique,2,small_companion,1,0.11723197668689922
lhasa apso,9,43,Tan,Male,5,5,4,4,4,3,3,1,3,4,4,3,large,senior,light,1,independent_character,1,0.1145986381147937
havanese,11,10,Bicolor,Female,5,5,1,5,4,5,2,1,5,2,3,3,small,senior,mixed,2,small_companion,1,0.12281828254349136
cavalier king charles spaniel,10,35,Gray,Female,5,5,1,5,5,5,3,1,4,3,3,4,large,senior,light,2,small_companion,1,0.11561804964437455
poodle,3,13,Spotted,Male,5,5,1,5,5,4,1,1,5,2,4,4,small,puppy,mixed,2,small_companion,1,0.09188535307053725
bull terrier,14,22,Merle,Male,4,4,2,5,5,4,3,1,5,1,4,5,medium,senior,unique,5,smart_active,1,0.10975066302350012
chesapeake bay retriever,12,27,Cream,Male,1,1,2,5,3,1,5,3,3,3,5,5,medium,senior,light,3,large_working,1,0.041604479924655324
rottweiler,14,8,Sable,Female,2,1,1,5,4,2,4,4,4,4,4,4,small,senior,unique,3,large_working,1,0.1270094429307097
akita,9,20,Brown,Male,2,2,1,5,1,1,5,5,2,5,4,4,medium,senior,dark,3,large_working,-1,-0.00886127305314277
great dane,6,43,Blue,Female,1,1,1,5,5,5,5,4,5,4,5,5,large,adult,unique,0,family_active,1,0.07166068511527701
papillon,8,51,Sable,Female,5,5,1,5,3,4,2,1,5,2,4,5,large,adult,unique,2,small_companion,1,0.08890602129631608
german shepherd dog,6,57,Spotted,Female,3,2,2,5,5,2,5,1,5,4,5,5,large,adult,mixed,3,large_working,1,0.08877452506852401
bulldog,5,35,Black and White,Male,5,4,3,5,4,2,3,5,3,4,2,3,large,adult,mixed,1,independent_character,1,0.08167644158922482
shetland sheepdog,5,11,Tricolor,Female,2,3,2,5,5,4,5,1,5,1,4,4,small,adult,mixed,5,smart_active,1,0.09560358723404627
yorkshire terrier,8,34,Brindle,Female,5,4,2,4,2,3,2,1,3,3,5,4,large,adult,mixed,1,independent_character,1,0.08596830702228297
whippet,9,27,Brindle,Female,5,3,2,5,5,4,2,1,4,1,5,5,medium,senior,mixed,5,smart_active,1,0.10558414949628958
chesapeake bay retriever,9,15,Blue,Male,1,1,2,5,3,1,5,3,3,3,5,5,small,senior,unique,3,large_working,1,0.041604479924655324
saint bernard,6,33,Bicolor,Male,3,2,1,5,5,5,4,5,2,1,3,2,large,adult,mixed,3,large_working,1,0.010965258266183886
lhasa apso,7,12,Merle,Female,5,5,4,4,4,3,3,1,3,4,4,3,small,adult,unique,1,independent_character,1,0.1145986381147937
saint bernard,7,32,Merle,Male,3,2,1,5,5,5,4,5,2,1,3,2,large,adult,unique,3,large_working,1,0.010965258266183886
bernese mountain dog,4,53,Blue,Male,1,2,1,5,5,3,5,4,4,4,4,3,large,adult,unique,3,large_working,1,0.07387418429489756
poodle,12,24,Sable,Female,5,5,1,5,5,4,1,1,5,2,4,4,medium,senior,unique,2,small_companion,1,0.09188535307053725
german shepherd dog,7,7,Red,Female,3,2,2,5,5,2,5,1,5,4,5,5,small,adult,unique,3,large_working,1,0.08877452506852401
saint bernard,1,56,White,Female,3,2,1,5,5,5,4,5,2,1,3,2,large,puppy,light,3,large_working,1,0.010965258266183886
rottweiler,12,12,Merle,Male,2,1,1,5,4,2,4,4,4,4,4,4,small,senior,unique,3,large_working,1,0.1270094429307097
german shepherd dog,6,17,Cream,Male,3,2,2,5,5,2,5,1,5,4,5,5,medium,adult,light,3,large_working,1,0.08877452506852401
german shepherd dog,7,56,Blue,Male,3,2,2,5,5,2,5,1,5,4,5,5,large,adult,unique,3,large_working,1,0.08877452506852401
rottweiler,10,24,Red,Female,2,1,1,5,4,2,4,4,4,4,4,4,medium,senior,unique,3,large_working,1,0.1270094429307097
bernese mountain dog,6,56,Blue,Male,1,2,1,5,5,3,5,4,4,4,4,3,large,adult,unique,3,large_working,1,0.07387418429489756
weimaraner,5,35,Brindle,Male,1,2,1,5,4,3,4,4,4,2,5,5,large,adult,mixed,3,large_working,1,0.10893677592658224
shih tzu,12,35,Black and Tan,Male,5,5,3,5,4,4,3,1,3,2,2,2,large,senior,dark,2,small_companion,1,0.11723197668689922
airedale terrier,12,32,Bicolor,Female,1,2,2,4,4,4,2,1,4,4,5,5,large,senior,mixed,0,family_active,1,0.11990421320075151
whippet,4,20,Red,Male,5,3,2,5,5,4,2,1,4,1,5,5,medium,adult,unique,5,smart_active,1,0.10558414949628958
bichon frise,1,52,Black,Female,5,5,1,5,4,4,2,1,5,2,5,3,large,puppy,dark,2,small_companion,1,0.15944015389041594
shiba inu,14,28,Blue,Male,5,4,5,4,3,3,4,1,2,4,4,3,medium,senior,unique,1,independent_character,1,0.03866640228556284
alaskan malamute,6,35,Spotted,Male,1,1,1,4,3,2,5,1,4,5,5,5,large,adult,mixed,3,large_working,1,0.05178362947380133
cocker spaniel,2,24,Black and Tan,Female,5,3,1,5,3,4,3,1,5,3,4,3,medium,puppy,dark,2,small_companion,1,0.09819957107015731
akita,6,13,Sable,Male,2,2,1,5,1,1,5,5,2,5,4,4,small,adult,unique,3,large_working,-1,-0.00886127305314277
samoyed,12,18,Spotted,Male,2,2,2,5,5,5,5,2,3,3,5,5,medium,senior,mixed,0,family_active,1,0.10307336763685271
weimaraner,2,43,Black and White,Male,1,2,1,5,4,3,4,4,4,2,5,5,large,puppy,mixed,3,large_working,1,0.10893677592658224
pug,2,43,Blue,Male,5,5,1,5,4,4,5,1,3,2,3,3,large,puppy,unique,2,small_companion,1,0.1093041223286344
lhasa apso,9,7,Black and White,Female,5,5,4,4,4,3,3,1,3,4,4,3,small,senior,mixed,1,independent_character,1,0.1145986381147937
west highland white terrier,12,47,Bicolor,Female,4,4,2,5,4,5,4,1,4,4,4,4,large,senior,mixed,2,small_companion,1,0.11785238860222136
alaskan malamute,8,56,Tan,Male,1,1,1,4,3,2,5,1,4,5,5,5,large,adult,light,3,large_working,1,0.05178362947380133
french bulldog,10,9,Spotted,Female,5,5,1,5,4,4,3,1,4,3,3,2,small,senior,mixed,2,small_companion,1,0.14241912525877787
yorkshire terrier,12,43,Brown,Male,5,4,2,4,2,3,2,1,3,3,5,4,large,senior,dark,1,independent_character,1,0.08596830702228297
cocker spaniel,4,10,Black and Tan,Female,5,3,1,5,3,4,3,1,5,3,4,3,small,adult,dark,2,small_companion,1,0.09819957107015731
irish setter,6,58,Black and White,Male,1,3,2,5,5,5,4,2,4,4,5,5,large,adult,mixed,0,family_active,1,0.13291247026930442
labrador retriever,3,51,Sable,Female,1,3,2,5,5,5,5,3,5,4,5,5,large,puppy,unique,0,family_active,1,0.11542894055049463
papillon,7,55,Black and White,Female,5,5,1,5,3,4,2,1,5,2,4,5,large,adult,mixed,2,small_companion,1,0.08890602129631608
boston terrier,13,38,Brindle,Male,5,4,3,4,5,5,2,1,4,3,4,4,large,senior,mixed,5,smart_active,1,0.1022841672540743
shiba inu,4,29,Red,Male,5,4,5,4,3,3,4,1,2,4,4,3,medium,adult,unique,1,independent_character,1,0.03866640228556284
akita,14,49,Red,Male,2,2,1,5,1,1,5,5,2,5,4,4,large,senior,unique,3,large_working,-1,-0.00886127305314277
alaskan malamute,9,33,Cream,Female,1,1,1,4,3,2,5,1,4,5,5,5,large,senior,light,3,large_working,1,0.05178362947380133
poodle,14,26,Black,Female,5,5,1,5,5,4,1,1,5,2,4,4,medium,senior,dark,2,small_companion,1,0.09188535307053725
shetland sheepdog,5,49,Tan,Male,2,3,2,5,5,4,5,1,5,1,4,4,large,adult,light,5,smart_active,1,0.09560358723404627
maltese,9,19,Black and Tan,Female,5,5,1,5,3,4,2,1,4,2,3,2,medium,senior,dark,2,small_companion,1,0.10626288972640852
golden retriever,1,55,Brown,Female,2,3,1,5,5,5,5,4,5,3,5,5,large,puppy,dark,0,family_active,1,0.08528781558879694
rottweiler,9,57,Merle,Female,2,1,1,5,4,2,4,4,4,4,4,4,large,senior,unique,3,large_working,1,0.1270094429307097
airedale terrier,11,9,Sable,Male,1,2,2,4,4,4,2,1,4,4,5,5,small,senior,unique,0,family_active,1,0.11990421320075151
pembroke welsh corgi,5,46,Black and White,Male,4,4,3,5,4,3,5,1,5,2,4,4,large,adult,mixed,5,smart_active,1,0.11917582392484138
chinese shar-pei,1,22,Gray,Male,4,2,4,2,2,1,5,2,3,5,2,3,medium,puppy,light,1,independent_character,1,0.03603625785343145
great dane,6,20,Spotted,Male,1,1,1,5,5,5,5,4,5,4,5,5,medium,adult,mixed,0,family_active,1,0.07166068511527701
standard schnauzer,6,30,Brindle,Female,4,2,2,4,4,3,1,1,3,2,5,5,medium,adult,mixed,5,smart_active,1,0.06975670786733079
german shepherd dog,3,41,Spotted,Female,3,2,2,5,5,2,5,1,5,4,5,5,large,puppy,mixed,3,large_working,1,0.08877452506852401
pug,5,17,Merle,Female,5,5,1,5,4,4,5,1,3,2,3,3,medium,adult,unique,2,small_companion,1,0.1093041223286344
whippet,14,43,White,Male,5,3,2,5,5,4,2,1,4,1,5,5,large,senior,light,5,smart_active,1,0.10558414949628958
miniature schnauzer,9,34,Merle,Male,4,3,5,5,3,3,2,1,5,3,5,5,large,senior,unique,5,smart_active,1,0.049418521329423815
chihuahua,9,35,White,Female,5,4,1,5,5,2,2,1,4,3,3,1,large,senior,light,2,small_companion,1,0.04033536595833154
shetland sheepdog,12,39,Black,Female,2,3,2,5,5,4,5,1,5,1,4,4,large,senior,dark,5,smart_active,1,0.09560358723404627
jack russell terrier,5,24,Tricolor,Female,3,2,3,5,4,5,3,1,4,4,5,5,medium,adult,mixed,0,family_active,1,0.09907175259749268
jack russell terrier,14,47,Sable,Female,3,2,3,5,4,5,3,1,4,4,5,5,large,senior,unique,0,family_active,1,0.09907175259749268
poodle,2,24,Gray,Male,5,5,1,5,5,4,1,1,5,2,4,4,medium,puppy,light,2,small_companion,1,0.09188535307053725
chesapeake bay retriever,9,36,Gray,Female,1,1,2,5,3,1,5,3,3,3,5,5,large,senior,light,3,large_working,1,0.041604479924655324
west highland white terrier,9,46,Spotted,Female,4,4,2,5,4,5,4,1,4,4,4,4,large,senior,mixed,2,small_companion,1,0.11785238860222136
golden retriever,9,41,Black,Male,2,3,1,5,5,5,5,4,5,3,5,5,large,senior,dark,0,family_active,1,0.08528781558879694
